geometry,name,from_bus,to_bus,transformer
"LINESTRING (-2750 -1191, -2910 -1044)",xf_4188_to_4370_1_2winding_transformer,bus_4188,bus_4000,true
"LINESTRING (1359 -538, 1451 -458)",xf_1316_to_1555_3_2winding_transformer,bus_1163,bus_1555,true
"LINESTRING (1281 -6304, 1291 -6185)",line_5085_to_5223_1_cp,bus_5083,bus_5223,false
"LINESTRING (-1830 -2105, -1853 -2061)",xf_4324_to_4481_2_2winding_transformer,bus_4324,bus_4481,true
"LINESTRING (1133 -5863, 1138 -5920)",line_5121_to_5130_1_cp,bus_5121,bus_5130,false
"LINESTRING (641 962, 531 970)",line_1287_to_1496_1_pi,bus_1287,bus_1496,false
"LINESTRING (1122 4261, 1329 4401)",line_3617_to_3620_1_cp_merged_with_xf_3620_to_3539_2_2winding_transformer,bus_3617,bus_3539,true
"LINESTRING (-2004 -2596, -1965 -2388)",Dec4_line_4112_to_4135_1_dec,bus_4112,bus_4135,false
"LINESTRING (-570 4803, -536 4897)",xf_3640_to_3588_4_2winding_transformer,bus_3640,bus_3588,true
"LINESTRING (1450 -5558, 1454 -5600)",xf_5067_to_5191_1_2winding_transformer,bus_5067,bus_5191,true
"LINESTRING (593 -1175, 629 -1107)",xf_1296_1504_1505_2_3winding_transformer_br2,bus_1504,starbus_xf_1296_1504_1505_2,true
"LINESTRING (-328 2956, -187 2958)",line_3412_to_3413_2_cp,bus_3412,bus_3413,false
"LINESTRING (721 682, 582 839)",xf_1149_to_1196_6_2winding_transformer,bus_1149,bus_1196,true
"LINESTRING (1253 -4202, 1368 -4310)",xf_2157_to_2261_3_2winding_transformer,bus_2143,bus_2260,true
"LINESTRING (-1281 2170, -1344 2103)",xf_3324_to_3327_4_2winding_transformer,bus_3324,bus_3327,true
"LINESTRING (264 -3628, 204 -3789)",line_2105_to_2176_1_cp,bus_2105,bus_2176,false
"LINESTRING (-923 2943, -951 2806)",line_3099_to_3491_2_cp,bus_3099,bus_3074,false
"LINESTRING (-1757 -2733, -1784 -2804)",xf_4339_to_4486_1_2winding_transformer,bus_4339,bus_4486,true
"LINESTRING (814 -6003, 748 -6038)",xf_5155_to_5231_1_2winding_transformer,bus_5155,bus_5231,true
"LINESTRING (-1233 4114, -1013 3992)",line_3073_to_3479_2_cp,bus_3028,bus_3479,false
"LINESTRING (-1378 -1956, -1410 -1956)",xf_4213_to_4388_1_2winding_transformer,bus_4213,bus_4388,true
"LINESTRING (-478 2930, -489 2977)",xf_3471_to_3472_5_2winding_transformer,bus_3471,bus_3472,true
"LINESTRING (-2167 -3907, -2214 -4008)",xf_4265_to_4441_2_2winding_transformer,bus_4265,bus_4441,true
"LINESTRING (333 -3526, 326 -3443)",xf_2145_2243_2306_3_3winding_transformer_br2,bus_2243,starbus_xf_2145_2243_2306_3,true
"LINESTRING (829 -3277, 955 -3011)",line_2122_to_2148_1_cp,bus_2122,bus_2107,false
"LINESTRING (54 3191, -17 3141)",xf_3362_3364_3363_1_3winding_transformer_br2,bus_3364,starbus_xf_3362_3364_3363_1,true
"LINESTRING (1113 -471, 1168 -486)",xf_1460_to_1553_1_2winding_transformer,bus_1460,bus_1553,true
"LINESTRING (43 4965, 123 5110)",line_3039_to_3050_2_cp,bus_3039,bus_3050,false
"LINESTRING (180 3842, 162 3854)",xf_3026_to_3025_2_2winding_transformer,bus_3026,bus_3025,true
"LINESTRING (736 -2406, 713 -2244)",line_2190_to_2195_1_cp,bus_2190,bus_2195,false
"LINESTRING (333 -3526, 326 -3443)",xf_2145_2243_2306_2_3winding_transformer_br2,bus_2243,starbus_xf_2145_2243_2306_2,true
"LINESTRING (-2042 -1799, -2143 -2100)",xf_4194_to_4124_1_2winding_transformer,bus_4194,bus_4094,true
"LINESTRING (-1901 -3129, -1910 -3215)",xf_4335_to_4484_3_2winding_transformer,bus_4335,bus_4484,true
"LINESTRING (824 420, 679 322)",line_1133_to_1144_1_cp,bus_1133,bus_1066,false
"LINESTRING (1073 -5646, 1287 -5684)",line_5119_to_5123_1_cp,bus_5119,bus_5123,false
"LINESTRING (-803 5828, -822 5732)",line_3242_to_3483_1_cp,bus_3242,bus_3483,false
"LINESTRING (1146 -6037, 1193 -5956)",line_5089_to_5116_1_cp,bus_5089,bus_5116,false
"LINESTRING (-2072 -2841, -2234 -3018)",xf_4134_to_4266_2_2winding_transformer,bus_4133,bus_4266,true
"LINESTRING (889 -1977, 911 -2041)",xf_1497_to_1650_1_2winding_transformer,bus_1497,bus_1650,true
"LINESTRING (485 4116, 569 4242)",line_3278_to_3279_1_cp,bus_3278,bus_3279,false
"LINESTRING (-2084 -4020, -2063 -3911)",xf_4257_4379_4434_3_3winding_transformer_br2,bus_4379,starbus_xf_4257_4379_4434_3,true
"LINESTRING (-915 4345, -918 4796)",line_3549_to_3608_2_cp,bus_3549,bus_3550,false
"LINESTRING (937 -3740, 900 -3575)",line_2164_to_2178_1_cp,bus_2164,bus_2178,false
"LINESTRING (991 1375, 1050 1444)",xf_1262_to_1567_2_2winding_transformer,bus_1262,bus_1567,true
"LINESTRING (-1492 2904, -1601 2924)",xf_3213_to_3464_1_2winding_transformer,bus_3213,bus_3464,true
"LINESTRING (522 -5879, 466 -5914)",xf_5052_to_5180_2_2winding_transformer,bus_5052,bus_5180,true
"LINESTRING (1112 -5788, 1116 -5827)",xf_5118_to_5216_2_2winding_transformer,bus_5118,bus_5216,true
"LINESTRING (-3742 -1731, -3689 -1737)",xf_4160_4097_4400_2_3winding_transformer_br2,bus_4097,starbus_xf_4160_4097_4400_2,true
"LINESTRING (-1941 -3307, -1965 -3341)",line_4253_to_4327_1_cp,bus_4253,bus_4252,false
"LINESTRING (-2124 -1196, -2132 -986)",line_4180_to_4185_2_cp,bus_4180,bus_4185,false
"LINESTRING (-1736 6747, -1736 6747)",xf_3516_3584_3517_1_3winding_transformer_br1,bus_3516,starbus_xf_3516_3584_3517_1,true
"LINESTRING (-869 4570, -714 4483)",line_3554_to_3598_2_cp,bus_3554,bus_3598,false
"LINESTRING (-1112 3466, -1030 3422)",xf_3226_3227_3228_2_3winding_transformer_br3,bus_3228,starbus_xf_3226_3227_3228_2,true
"LINESTRING (449 -4098, 440 -4194)",xf_2104_to_2040_1_2winding_transformer,bus_2104,bus_2040,true
"LINESTRING (-2794 -1647, -2836 -1815)",line_4107_to_4109_1_cp,bus_4107,bus_4109,false
"LINESTRING (-3689 -1737, -3833 -1851)",line_4160_to_4161_1_cp_merged_with_xf_4161_to_4347_1_2winding_transformer,bus_4160,bus_4347,true
"LINESTRING (-1158 3275, -1064 3231)",xf_3231_3644_3645_1_3winding_transformer_br2,bus_3644,starbus_xf_3231_3644_3645_1,true
"LINESTRING (-314 4388, -209 4591)",xf_3599_to_3443_2_2winding_transformer,bus_3573,bus_3443,true
"LINESTRING (1877 -5949, 1861 -5958)",xf_5048_to_5046_3_2winding_transformer,bus_5000,bus_5046,true
"LINESTRING (615 -1182, 629 -1107)",xf_1296_1504_1506_1_3winding_transformer_br3,bus_1506,starbus_xf_1296_1504_1506_1,true
"LINESTRING (-1519 3506, -1496 3449)",xf_3371_3372_3373_2_3winding_transformer_br1,bus_3359,starbus_xf_3371_3372_3373_2,true
"LINESTRING (1502 -4440, 1398 -4306)",line_2244_to_2253_1_cp_merged_with_line_2242_to_2253_2_cp,bus_2244,bus_2242,false
"LINESTRING (1133 -5863, 1125 -5907)",xf_5121_to_5240_1_2winding_transformer,bus_5121,bus_5240,true
"LINESTRING (-1687 7268, -1726 7292)",xf_3086_to_3087_1_2winding_transformer,bus_3329,bus_3087,true
"LINESTRING (1590 -5552, 1434 -5510)",line_5061_to_5063_2_cp,bus_5061,bus_5063,false
"LINESTRING (820 1294, 731 1347)",line_1183_to_1257_1_cp,bus_1183,bus_1257,false
"LINESTRING (880 -3494, 924 -3962)",xf_2206_to_2166_2_2winding_transformer,bus_2206,bus_2121,true
"LINESTRING (825 368, 682 204)",line_1099_to_1156_1_cp,bus_1099,bus_1156,false
"LINESTRING (-1611 -2026, -1670 -2053)",xf_4202_to_4329_2_2winding_transformer,bus_4202,bus_4329,true
"LINESTRING (703 -2878, 766 -2913)",xf_2126_to_2234_1_2winding_transformer,bus_2126,bus_2234,true
"LINESTRING (-1489 -3282, -1550 -3288)",line_4298_to_4315_1_cp,bus_4298,bus_4261,false
"LINESTRING (-2143 -2100, -2074 -2389)",Dec5_line_4124_to_4125_1_dec,bus_4094,bus_4125,false
"LINESTRING (-1296 4156, -1385 4213)",xf_3021_to_3022_1_2winding_transformer,bus_3021,bus_3022,true
"LINESTRING (-1005 3251, -1095 3285)",xf_3131_to_3132_1_2winding_transformer,bus_3131,bus_3132,true
"LINESTRING (1322 -444, 1359 -538)",line_1330_to_1541_1_cp,bus_1330,bus_1163,false
"LINESTRING (-1893 -2668, -1915 -2749)",xf_4307_to_4466_2_2winding_transformer,bus_4307,bus_4466,true
"LINESTRING (-3940 -1763, -4015 -1769)",xf_4356_to_4006_2_2winding_transformer,bus_4356,bus_4006,true
"LINESTRING (1449 -5728, 1287 -5684)",line_5073_to_5123_1_cp,bus_5073,bus_5123,false
"LINESTRING (-1114 1955, -1094 1961)",line_1498_to_1599_1_pi,bus_1498,bus_1599,false
"LINESTRING (-1727 -2102, -1670 -2053)",xf_4145_to_4329_1_2winding_transformer,bus_4145,bus_4329,true
"LINESTRING (1363 1597, 897 993)",connection N1,bus_1145,bus_1132,false
"LINESTRING (1330 4476, 1258 4394)",line_3288_to_3618_1_cp,bus_3288,bus_3618,false
"LINESTRING (-219 -287, -396 -263)",line_1214_to_1605_1_cp,bus_1228,bus_1418,false
"LINESTRING (-68 -3103, -91 -3176)",xf_2204_to_2064_2_2winding_transformer,bus_2204,bus_2064,true
"LINESTRING (-1239 4414, -1309 4480)",xf_3034_to_3035_1_2winding_transformer,bus_3034,bus_3035,true
"LINESTRING (1374 -1592, 1300 -1557)",xf_1118_1040_1041_2_3winding_transformer_br2,bus_1040,starbus_xf_1118_1040_1041_2,true
"LINESTRING (1232 -816, 1461 -880)",line_1101_to_1114_1_cp_merged_with_xf_1101_to_1022_1_2winding_transformer,bus_1114,bus_1022,true
"LINESTRING (-1272 2398, -1374 2374)",xf_3123_to_3124_1_2winding_transformer,bus_3123,bus_3124,true
"LINESTRING (644 526, 528 664)",xf_1150_to_1198_2_2winding_transformer,bus_1150,bus_1198,true
"LINESTRING (-139 3745, -55 3789)",xf_3509_to_3427_5_2winding_transformer,bus_3500,bus_3427,true
"LINESTRING (-587 3475, -335 3514)",line_3560_to_3568_2_cp,bus_3560,bus_3568,false
"LINESTRING (1138 -5920, 1131 -5961)",xf_5130_to_5221_2_2winding_transformer,bus_5130,bus_5221,true
"LINESTRING (-1022 4658, -869 4570)",xf_3477_to_3554_2_2winding_transformer,bus_3477,bus_3554,true
"LINESTRING (-1983 -3864, -1938 -3768)",xf_4244_to_4424_2_2winding_transformer,bus_4225,bus_4424,true
"LINESTRING (-996 2948, -1079 2961)",xf_3056_to_3057_1_2winding_transformer,bus_3056,bus_3057,true
"LINESTRING (-2009 -3012, -2134 -3081)",Dec17_line_4226_to_4292_2_dec,bus_4226,bus_4292,false
"LINESTRING (-1228 6939, -1160 6857)",line_3211_to_3643_1_cp,bus_3211,bus_3643,false
"LINESTRING (-1391 3478, -1267 3530)",xf_3408_to_3410_2_2winding_transformer,bus_3334,bus_3410,true
"LINESTRING (374 -435, 135 -454)",line_1240_to_1258_1_cp,bus_1240,bus_1258,false
"LINESTRING (679 -116, 528 -55)",xf_1152_to_1200_3_2winding_transformer,bus_1152,bus_1200,true
"LINESTRING (-2650 -1357, -2772 -1272)",line_4171_to_4173_1_cp_merged_with_xf_4173_to_4366_1_2winding_transformer,bus_4171,bus_4366,true
"LINESTRING (-2163 -830, -2161 -871)",xf_4187_4230_4495_2_3winding_transformer_br2,bus_4230,starbus_xf_4187_4230_4495_2,true
"LINESTRING (679 -116, 528 -55)",xf_1152_to_1200_4_2winding_transformer,bus_1152,bus_1200,true
"LINESTRING (1328 -4651, 1355 -4754)",xf_2068_to_2069_1_2winding_transformer,bus_2068,bus_2069,true
"LINESTRING (-1281 2170, -1302 2259)",line_3324_to_3473_2_cp,bus_3324,bus_3405,false
"LINESTRING (-611 4070, -685 3675)",xf_3636_to_3543_4_2winding_transformer,bus_3319,bus_3543,true
"LINESTRING (1364 -1619, 1300 -1557)",xf_1118_1038_1039_1_3winding_transformer_br2,bus_1038,starbus_xf_1118_1038_1039_1,true
"LINESTRING (-422 3036, -744 2835)",line_3490_to_3589_1_cp,bus_3490,bus_3589,false
"LINESTRING (-1313 4068, -1406 4123)",xf_3009_to_3013_4_2winding_transformer,bus_3009,bus_3013,true
"LINESTRING (380 -3402, 401 -3462)",xf_2108_to_2299_3_2winding_transformer,bus_2108,bus_2299,true
"LINESTRING (828 -241, 732 -450)",xf_1140_to_1189_6_2winding_transformer,bus_1140,bus_1189,true
"LINESTRING (1914 1815, 1832 1817)",line_1256_to_1423_1_cp,bus_1256,bus_1423,false
"LINESTRING (924 -3962, 933 -3922)",line_2163_to_2186_1_cp,bus_2121,bus_2186,false
"LINESTRING (-2747 -1032, -2685 -1080)",xf_4050_to_4373_1_2winding_transformer,bus_4050,bus_4373,true
"LINESTRING (204 -3789, 149 -4060)",xf_2176_to_2280_1_2winding_transformer,bus_2176,bus_2280,true
"LINESTRING (243 911, 243 911)",xf_1430_1502_1542_1_3winding_transformer_br1,bus_1430,starbus_xf_1430_1502_1542_1,true
"LINESTRING (1501 -5533, 1531 -5566)",xf_5065_to_5190_2_2winding_transformer,bus_5065,bus_5190,true
"LINESTRING (-2187 -2766, -2245 -2834)",xf_4289_to_4456_2_2winding_transformer,bus_4289,bus_4456,true
"LINESTRING (-2396 -2385, -2466 -2423)",xf_4236_to_4418_1_2winding_transformer,bus_4236,bus_4418,true
"LINESTRING (941 -6397, 973 -6363)",xf_5094_5202_5203_2_3winding_transformer_br2,bus_5202,starbus_xf_5094_5202_5203_2,true
"LINESTRING (715 112, 715 112)",xf_1121_1123_1635_7_3winding_transformer_br1,bus_1121,starbus_xf_1121_1123_1635_7,true
"LINESTRING (-945 3336, -1055 3399)",line_3222_to_3506_1_cp,bus_3222,bus_3506,false
"LINESTRING (-635 3096, -816 3268)",line_3229_to_3623_2_cp,bus_3229,bus_3623,false
"LINESTRING (-1250 6362, -1211 6608)",xf_3486_3561_3489_3_3winding_transformer_br2,bus_3561,starbus_xf_3486_3561_3489_3,true
"LINESTRING (803 -3560, 810 -3479)",xf_2181_to_2290_3_2winding_transformer,bus_2181,bus_2290,true
"LINESTRING (112 -493, 194 -324)",line_1375_to_1400_1_cp,bus_1375,bus_1400,false
"LINESTRING (-1101 3486, -1030 3422)",xf_3226_3227_3228_1_3winding_transformer_br2,bus_3227,starbus_xf_3226_3227_3228_1,true
"LINESTRING (714 507, 662 546)",xf_1090_to_1005_7_2winding_transformer,bus_1090,bus_1005,true
"LINESTRING (-3848 -1764, -3848 -1764)",xf_4166_4356_4491_3_3winding_transformer_br1,bus_4166,starbus_xf_4166_4356_4491_3,true
"LINESTRING (679 322, 529 439)",xf_1144_to_1190_5_2winding_transformer,bus_1066,bus_1190,true
"LINESTRING (910 619, 1161 1128)",line_1100_to_1115_1_cp,bus_1100,bus_1115,false
"LINESTRING (-1983 -3864, -2029 -4085)",xf_4259_to_4436_2_2winding_transformer,bus_4225,bus_4436,true
"LINESTRING (-693 5928, -686 6022)",xf_3108_to_3110_2_2winding_transformer,bus_3108,bus_3110,true
"LINESTRING (-2402 -1656, -2633 -1576)",line_4104_to_4106_1_cp,bus_4104,bus_4106,false
"LINESTRING (927 1615, 875 1476)",line_1397_to_1621_1_cp,bus_1397,bus_1621,false
"LINESTRING (-3041 -1585, -3043 -1564)",line_4163_to_4203_1_cp,bus_4089,bus_4203,false
"LINESTRING (867 -1501, 836 -1563)",xf_1414_to_1620_2_2winding_transformer,bus_1414,bus_1620,true
"LINESTRING (-457 -3444, -490 -3510)",xf_2270_to_2081_6_2winding_transformer,bus_2270,bus_2081,true
"LINESTRING (2127 -1817, 2211 -1861)",xf_1136_to_1060_2_2winding_transformer,bus_1136,bus_1060,true
"LINESTRING (-2125 -3304, -2067 -3191)",line_4262_to_4326_2_cp,bus_4262,bus_4326,false
"LINESTRING (732 -450, 374 -435)",line_1189_to_1240_2_cp,bus_1189,bus_1240,false
"LINESTRING (-1308 3419, -1055 3399)",line_3058_to_3506_2_cp,bus_3058,bus_3506,false
"LINESTRING (-2134 -3081, -2177 -3163)",xf_4292_to_4439_4_2winding_transformer,bus_4292,bus_4439,true
"LINESTRING (-438 2691, -479 2780)",xf_3379_3380_3381_3_3winding_transformer_br1_merged_with_line_3379_to_3504_1_cp,starbus_xf_3379_3380_3381_3,bus_3504,true
"LINESTRING (-1334 6180, -1408 6145)",line_3172_to_3247_1_cp,bus_3172,bus_3247,false
"LINESTRING (597 315, 721 682)",line_1138_to_1149_1_cp,bus_1138,bus_1149,false
"LINESTRING (994 -2933, 1038 -2962)",xf_2229_to_2013_2_2winding_transformer,bus_2229,bus_2013,true
"LINESTRING (989 -639, 1032 -710)",xf_1282_to_1577_3_2winding_transformer,bus_1282,bus_1577,true
"LINESTRING (-172 5490, -419 5506)",line_3061_to_3492_1_cp,bus_3000,bus_3149,false
"LINESTRING (-685 3675, -587 3475)",line_3543_to_3560_1_cp,bus_3543,bus_3560,false
"LINESTRING (433 -576, 482 -493)",line_1127_to_1244_4_cp,bus_1127,bus_1244,false
"LINESTRING (2113 -1416, 2136 -1462)",line_1306_to_1475_1_cp,bus_1306,bus_1475,false
"LINESTRING (-3848 -1764, -3913 -1793)",xf_4166_to_4005_1_2winding_transformer,bus_4166,bus_4005,true
"LINESTRING (-1944 -1667, -1840 -1583)",line_4204_to_4206_1_cp,bus_4204,bus_4206,false
"LINESTRING (989 -639, 970 -499)",line_1282_to_1470_1_cp,bus_1282,bus_1289,false
"LINESTRING (-1229 6494, -1211 6608)",xf_3486_3561_3488_2_3winding_transformer_br3,bus_3488,starbus_xf_3486_3561_3488_2,true
"LINESTRING (-996 2948, -1079 2961)",xf_3056_to_3057_2_2winding_transformer,bus_3056,bus_3057,true
"LINESTRING (-2009 -3012, -2004 -2596)",xf_4226_to_4112_6_2winding_transformer,bus_4226,bus_4112,true
"LINESTRING (-2144 -1797, -2794 -1647)",connection S3,bus_4117,bus_4107,false
"LINESTRING (-1435 6262, -1507 6335)",xf_3626_to_3071_2_2winding_transformer,bus_3626,bus_3071,true
"LINESTRING (-607 496, -707 529)",xf_1656_to_1087_4_2winding_transformer,bus_1656,bus_1087,true
"LINESTRING (279 -4035, 263 -4291)",xf_2226_to_2302_1_2winding_transformer_merged_with_line_2009_to_2302_1_cp,bus_2226,bus_2009,true
"LINESTRING (-2291 -2954, -2358 -3007)",xf_4275_to_4450_1_2winding_transformer,bus_4275,bus_4450,true
"LINESTRING (94 -4418, 66 -4685)",xf_2269_to_2345_1_2winding_transformer,bus_2269,bus_2000,true
"LINESTRING (1253 -4202, 1313 -4240)",xf_2142_to_2033_2_2winding_transformer,bus_2143,bus_2033,true
"LINESTRING (-472 4285, -541 4204)",line_3237_to_3382_2_cp,bus_3237,bus_3382,false
"LINESTRING (1060 -5659, 1074 -5702)",xf_5141_to_5006_1_2winding_transformer,bus_5141,bus_5006,true
"LINESTRING (1446 -1310, 1300 -1557)",line_1103_to_1118_1_cp,bus_1103,bus_1118,false
"LINESTRING (-2075 -2558, -2187 -2766)",line_4276_to_4289_1_cp,bus_4276,bus_4289,false
"LINESTRING (1379 -6154, 1251 -6125)",line_5099_to_5100_1_cp,bus_5099,bus_5100,false
"LINESTRING (-2456 -2217, -2440 -2336)",line_4235_to_4337_1_cp,bus_4235,bus_4337,false
"LINESTRING (-869 5466, -822 5732)",xf_3483_3558_3484_3_3winding_transformer_br2,bus_3558,starbus_xf_3483_3558_3484_3,true
"LINESTRING (449 -4098, 453 -4193)",xf_2104_to_2097_3_2winding_transformer,bus_2104,bus_2097,true
"LINESTRING (1751 -1387, 2049 -1463)",xf_1154_to_1204_1_2winding_transformer,bus_1154,bus_1204,true
"LINESTRING (1142 -6389, 1139 -6349)",xf_5087_5175_5176_3_3winding_transformer_br2,bus_5175,starbus_xf_5087_5175_5176_3,true
"LINESTRING (2120 2328, 2120 2328)",xf_1273_1572_1573_2_3winding_transformer_br1,bus_1273,starbus_xf_1273_1572_1573_2,true
"LINESTRING (790 -6368, 715 -6468)",line_5102_to_5106_1_cp,bus_5102,bus_5106,false
"LINESTRING (-166 -3350, -281 -3625)",line_2152_to_2175_1_cp_merged_with_xf_2152_to_2342_2_2winding_transformer,bus_2175,bus_2342,true
"LINESTRING (-2009 -3012, -2004 -2596)",xf_4226_to_4112_5_2winding_transformer,bus_4226,bus_4112,true
"LINESTRING (-1899 5093, -1791 4951)",xf_3250_to_3251_1_2winding_transformer_merged_with_line_3249_to_3250_1_cp,bus_3251,bus_3220,true
"LINESTRING (703 45, 703 257)",xf_1092_1093_1525_1_3winding_transformer_br2,bus_1093,starbus_xf_1092_1093_1525_1,true
"LINESTRING (1369 -1490, 1369 -1490)",xf_1148_1079_1080_4_3winding_transformer_br1,bus_1148,starbus_xf_1148_1079_1080_4,true
"LINESTRING (2193 2397, 2120 2328)",xf_1273_1572_1573_2_3winding_transformer_br3,bus_1573,starbus_xf_1273_1572_1573_2,true
"LINESTRING (1179 1409, 1327 1555)",line_1193_to_1207_1_cp,bus_1193,bus_1207,false
"LINESTRING (-2945 -395, -2868 -465)",xf_4376_to_4423_2C_2winding_transformer,bus_4376,bus_4423,true
"LINESTRING (-1784 -2602, -1730 -2741)",Dec26_line_4285_to_4286_1_dec,bus_4285,bus_4286,false
"LINESTRING (893 -1656, 894 -1579)",line_1479_to_1481_1_cp,bus_1479,bus_1481,false
"LINESTRING (778 -5332, 819 -5329)",line_5070_to_5072_2_cp,bus_5070,bus_5072,false
"LINESTRING (-1782 -2384, -1720 -2576)",xf_4137_to_4300_1_2winding_transformer,bus_4137,bus_4300,true
"LINESTRING (-969 3656, -891 3562)",line_3395_to_3470_1_cp,bus_3395,bus_3470,false
"LINESTRING (915 -6284, 929 -6253)",xf_5238_to_5224_1B_2winding_transformer,bus_5238,bus_5224,true
"LINESTRING (507 -5712, 830 -5662)",line_5122_to_5129_1_cp,bus_5122,bus_5113,false
"LINESTRING (844 -2351, 698 -2614)",line_1167_to_1211_1_cp,bus_1167,bus_1211,false
"LINESTRING (-714 4483, -1022 4658)",line_3555_to_3598_1_cp_merged_with_xf_3477_to_3555_1_2winding_transformer,bus_3598,bus_3477,true
"LINESTRING (-22 5394, -68 5301)",line_3273_to_3274_1_cp,bus_3273,bus_3274,false
"LINESTRING (-253 -282, -466 -304)",line_1223_to_1381_1_cp,bus_1223,bus_1377,false
"LINESTRING (-2378 -1162, -2424 -1109)",xf_4190_to_4500_2_2winding_transformer,bus_4190,bus_4500,true
"LINESTRING (1322 -618, 1359 -538)",line_1219_to_1389_1_cp_merged_with_line_1389_to_1541_3_cp,bus_1219,bus_1163,false
"LINESTRING (-2613 -2221, -2685 -2259)",xf_4343_to_4489_2_2winding_transformer,bus_4343,bus_4489,true
"LINESTRING (-1732 7269, -1867 7466)",line_3088_to_3092_2_cp_merged_with_xf_3092_to_3448_1_2winding_transformer,bus_3088,bus_3448,true
"LINESTRING (-379 380, -566 379)",line_1354_to_1426_2_cp_merged_with_xf_1426_to_1624_2_2winding_transformer,bus_1354,bus_1624,true
"LINESTRING (-478 2930, -283 3067)",line_3471_to_3503_1_cp,bus_3471,bus_3344,false
"LINESTRING (1136 -413, 1269 -521)",xf_1110_to_1169_1_2winding_transformer,bus_1110,bus_1169,true
"LINESTRING (-1884 -2362, -2012 -2461)",xf_4299_to_4461_2_2winding_transformer,bus_4296,bus_4461,true
"LINESTRING (723 -891, 711 -970)",line_1177_to_1314_1_cp,bus_1177,bus_1314,false
"LINESTRING (898 -6262, 995 -6295)",line_5090_to_5091_2_cp,bus_5090,bus_5091,false
"LINESTRING (-3172 -1760, -3398 -1834)",xf_4181_to_4493_5_2winding_transformer,bus_4169,bus_4493,true
"LINESTRING (695 159, 703 257)",xf_1092_1093_1526_2_3winding_transformer_br3,bus_1526,starbus_xf_1092_1093_1526_2,true
"LINESTRING (-601 473, -696 490)",xf_1655_to_1084_1_2winding_transformer,bus_1655,bus_1084,true
"LINESTRING (146 -3531, 40 -3765)",xf_2106_to_2098_1_2winding_transformer_merged_with_line_2098_to_2101_1_cp,bus_2106,bus_2101,true
"LINESTRING (592 -4392, 721 -4255)",line_2149_to_2150_1_cp_merged_with_xf_2202_to_2149_1_2winding_transformer,bus_2150,bus_2202,true
"LINESTRING (769 -1980, 740 -1889)",xf_2191_2031_2022_5_3winding_transformer_br3,bus_2022,starbus_xf_2191_2031_2022_5,true
"LINESTRING (895 4111, 1025 4232)",xf_3614_to_3536_4_2winding_transformer,bus_3614,bus_3536,true
"LINESTRING (749 -1979, 740 -1889)",xf_2191_2027_2028_3_3winding_transformer_br3,bus_2028,starbus_xf_2191_2027_2028_3,true
"LINESTRING (-1254 4050, -1363 4082)",line_3116_to_3542_1_cp,bus_3116,bus_3542,false
"LINESTRING (2193 2397, 2120 2328)",xf_1273_1572_1573_1_3winding_transformer_br3,bus_1573,starbus_xf_1273_1572_1573_1,true
